0 0 0
10 160 160
20 320 320
30 480 480
40 640 640
50 800 800
60 960 960
70 1120 1120
80 1280 1280
90 1440 1440
100 1600 1600
110 1760 1760
120 1920 1920
130 2080 2080
140 2240 2240
150 2400 2400
160 2560 2560
170 2720 2720
180 2880 2880
190 3040 3040
200 3200 3200
100 1600 1600
200 3200 3200
300 4800 4800
400 6400 6400
500 8000 8000
600 9600 9600
700 11200 11200
800 12800 12800
900 14400 14400
1000 16000 16000
1100 17600 17600
1200 19200 19200
1300 20800 20800
1400 22400 22400
1500 24000 24000
1600 25600 25600
1700 27200 27200
1800 28800 28800
1900 30400 30400
2000 32000 32000
1000 16000 16000
2000 32000 32000
3000 48000 48000
4000 64000 64000
5000 80000 80000
6000 96000 96000
7000 112000 112000
8000 128000 128000
9000 144000 144000
10000 160000 160000
