10 415
20 865
30 1315
40 1765
50 2215
60 2665
70 3115
80 3565
90 4015
100 4465
110 4915
120 5365
130 5815
140 6265
150 6715
160 7165
170 7615
180 8065
190 8515
200 8965
100 4465
200 8965
300 13465
400 17965
500 22465
600 26965
700 31465
800 35965
900 40465
1000 44965
1100 49465
1200 53965
1300 58465
1400 62965
1500 67465
1600 71965
1700 76465
1800 80965
1900 85465
2000 89965
1000 44965
2000 89965
3000 134965
4000 179965
5000 224965
6000 269965
7000 314965
8000 359965
9000 404965
10000 449965
