2 92 48
7 812 273
12 2332 748
17 4652 1473
22 7772 2448
27 11692 3673
32 16412 5148
37 21932 6873
42 28252 8848
47 35372 11073
52 43292 13548
57 52012 16273
62 61532 19248
67 71852 22473
72 82972 25948
77 94892 29673
82 107612 33648
87 121132 37873
92 135452 42348
97 150572 47073
100 160028 50028
200 640028 200028
300 1440028 450028
400 2560028 800028
500 4000028 1250028
600 5760028 1800028
700 7840028 2450028
800 10240028 3200028
900 12960028 4050028
1000 16000028 5000028
