10 110 77
20 210 177
30 310 277
40 410 377
50 510 477
60 610 577
70 710 677
80 810 777
90 910 877
100 1010 977
110 1110 1077
120 1210 1177
130 1310 1277
140 1410 1377
150 1510 1477
160 1610 1577
170 1710 1677
180 1810 1777
190 1910 1877
200 2010 1977
100 1010 977
200 2010 1977
300 3010 2977
400 4010 3977
500 5010 4977
600 6010 5977
700 7010 6977
800 8010 7977
900 9010 8977
1000 10010 9977
1100 11010 10977
1200 12010 11977
1300 13010 12977
1400 14010 13977
1500 15010 14977
1600 16010 15977
1700 17010 16977
1800 18010 17977
1900 19010 18977
2000 20010 19977
1000 10010 9977
2000 20010 19977
3000 30010 29977
4000 40010 39977
5000 50010 49977
6000 60010 59977
7000 70010 69977
8000 80010 79977
9000 90010 89977
10000 100010 99977
