[info] 1000 kthmin 13.106111811 pullmin 1.286027045
[info] 2000 kthmin 29.909537854 pullmin 2.776511418
[info] 3000 kthmin 41.324091271 pullmin 3.837118958
[info] 4000 kthmin 59.998469979 pullmin 5.506680864
[info] 5000 kthmin 71.973059687 pullmin 6.585649305
[info] 6000 kthmin 89.565030241 pullmin 8.179093016
[info] 7000 kthmin 105.670812129 pullmin 9.599006749
[info] 8000 kthmin 121.707892544 pullmin 11.077187145
[info] 9000 kthmin 141.296046244 pullmin 12.781276626
[info] 10000 kthmin 147.860383094 pullmin 13.412305622
