0 34 34
1 142 93
2 322 224
3 574 427
4 898 702
5 1294 1049
6 1762 1468
7 2302 1959
8 2914 2522
9 3598 3157
10 4354 3864
11 5182 4643
12 6082 5494
13 7054 6417
14 8098 7412
15 9214 8479
16 10402 9618
17 11662 10829
18 12994 12112
19 14398 13467
20 15874 14894
21 17422 16393
22 19042 17964
23 20734 19607
24 22498 21322
25 24334 23109
26 26242 24968
27 28222 26899
28 30274 28902
29 32398 30977
30 34594 33124
100 367234 362334
150 820834 813484
200 1454434 1444634
250 2268034 2255784
300 3261634 3246934
350 4435234 4418084
400 5788834 5769234
450 7322434 7300384
500 9036034 9011534
550 10929634 10902684
600 13003234 12973834
650 15256834 15224984
700 17690434 17656134
750 20304034 20267284
800 23097634 23058434
850 26071234 26029584
900 29224834 29180734
950 32558434 32511884
1000 36072034 36023034
