0 18 12
10 572 566
20 2163 2157
30 4247 4241
40 7708 7702
50 11322 11316
60 16653 16647
70 21797 21791
80 28998 28992
90 35672 35666
100 44743 44737
110 52947 52941
120 63888 63882
130 73622 73616
140 86433 86427
150 97697 97691
160 112378 112372
170 125172 125166
180 141723 141717
190 156047 156041
200 174468 174462
100 44743 44737
150 97697 97691
200 174468 174462
250 269072 269066
300 389193 389187
350 525447 525441
400 688918 688912
450 866822 866816
500 1073643 1073637
550 1293197 1293191
600 1543368 1543362
650 1804572 1804566
700 2098093 2098087
750 2400947 2400941
800 2737818 2737812
850 3082322 3082316
900 3462543 3462537
950 3848697 3848691
1000 4272268 4272262
