0 70 70
10 780 690
20 1490 1310
30 2200 1930
40 2910 2550
50 3620 3170
60 4330 3790
70 5040 4410
80 5750 5030
90 6460 5650
100 7170 6270
110 7880 6890
120 8590 7510
130 9300 8130
140 10010 8750
150 10720 9370
160 11430 9990
170 12140 10610
180 12850 11230
190 13560 11850
200 14270 12470
100 7170 6270
200 14270 12470
300 21370 18670
400 28470 24870
500 35570 31070
600 42670 37270
700 49770 43470
800 56870 49670
900 63970 55870
1000 71070 62070
1100 78170 68270
1200 85270 74470
1300 92370 80670
1400 99470 86870
1500 106570 93070
1600 113670 99270
1700 120770 105470
1800 127870 111670
1900 134970 117870
2000 142070 124070
1000 71070 62070
2000 142070 124070
3000 213070 186070
4000 284070 248070
5000 355070 310070
6000 426070 372070
7000 497070 434070
8000 568070 496070
9000 639070 558070
10000 710070 620070
