10 487
20 937
30 1387
40 1837
50 2287
60 2737
70 3187
80 3637
90 4087
100 4537
110 4987
120 5437
130 5887
140 6337
150 6787
160 7237
170 7687
180 8137
190 8587
200 9037
100 4537
200 9037
300 13537
400 18037
500 22537
600 27037
700 31537
800 36037
900 40537
1000 45037
1100 49537
1200 54037
1300 58537
1400 63037
1500 67537
1600 72037
1700 76537
1800 81037
1900 85537
2000 90037
1000 45037
2000 90037
3000 135037
4000 180037
5000 225037
6000 270037
7000 315037
8000 360037
9000 405037
10000 450037
