10 668 513
20 1278 1123
30 1888 1733
40 2498 2343
50 3108 2953
60 3718 3563
70 4328 4173
80 4938 4783
90 5548 5393
100 6158 6003
110 6768 6613
120 7378 7223
130 7988 7833
140 8598 8443
150 9208 9053
160 9818 9663
170 10428 10273
180 11038 10883
190 11648 11493
200 12258 12103
100 6158 6003
200 12258 12103
300 18358 18203
400 24458 24303
500 30558 30403
600 36658 36503
700 42758 42603
800 48858 48703
900 54958 54803
1000 61058 60903
1100 67158 67003
1200 73258 73103
1300 79358 79203
1400 85458 85303
1500 91558 91403
1600 97658 97503
1700 103758 103603
1800 109858 109703
1900 115958 115803
2000 122058 121903
1000 61058 60903
2000 122058 121903
3000 183058 182903
4000 244058 243903
5000 305058 304903
6000 366058 365903
7000 427058 426903
8000 488058 487903
9000 549058 548903
10000 610058 609903
