10 605
20 2289
30 4495
40 8159
50 11985
60 17629
70 23075
80 30699
90 37765
100 47369
110 56055
120 67639
130 77945
140 91509
150 103435
160 118979
170 132525
180 150049
190 165215
200 184719
100 47369
150 103435
200 184719
250 284885
300 412069
350 556335
400 729419
450 917785
500 1136769
550 1369235
600 1634119
650 1910685
700 2221469
750 2542135
800 2898819
850 3263585
900 3666169
950 4075035
1000 4523519
