10 487 415
20 937 865
30 1387 1315
40 1837 1765
50 2287 2215
60 2737 2665
70 3187 3115
80 3637 3565
90 4087 4015
100 4537 4465
110 4987 4915
120 5437 5365
130 5887 5815
140 6337 6265
150 6787 6715
160 7237 7165
170 7687 7615
180 8137 8065
190 8587 8515
200 9037 8965
100 4537 4465
200 9037 8965
300 13537 13465
400 18037 17965
500 22537 22465
600 27037 26965
700 31537 31465
800 36037 35965
900 40537 40465
1000 45037 44965
1100 49537 49465
1200 54037 53965
1300 58537 58465
1400 63037 62965
1500 67537 67465
1600 72037 71965
1700 76537 76465
1800 81037 80965
1900 85537 85465
2000 90037 89965
1000 45037 44965
2000 90037 89965
3000 135037 134965
4000 180037 179965
5000 225037 224965
6000 270037 269965
7000 315037 314965
8000 360037 359965
9000 405037 404965
10000 450037 449965
