10 171
20 249
30 309
40 387
50 447
60 507
70 585
80 645
90 705
100 765
110 825
120 885
130 963
140 1023
150 1083
160 1143
170 1203
180 1263
190 1323
200 1383
100 765
200 1383
300 2001
400 2601
500 3201
600 3819
700 4419
800 5019
900 5619
1000 6219
1100 6837
1200 7437
1300 8037
1400 8637
1500 9237
1600 9837
1700 10437
1800 11037
1900 11637
2000 12237
1000 6219
2000 12237
3000 18255
4000 24255
5000 30273
6000 36273
7000 42273
8000 48273
9000 54291
10000 60291
