0 31 15
1 130 80
2 295 207
3 526 396
4 823 647
5 1186 960
6 1615 1335
7 2110 1772
8 2671 2271
9 3298 2832
10 3991 3455
11 4750 4140
12 5575 4887
13 6466 5696
14 7423 6567
15 8446 7500
16 9535 8495
17 10690 9552
18 11911 10671
19 13198 11852
20 14551 13095
21 15970 14400
22 17455 15767
23 19006 17196
24 20623 18687
25 22306 20240
26 24055 21855
27 25870 23532
28 27751 25271
29 29698 27072
30 31711 28935
100 336631 313415
150 752431 702615
200 1333231 1246815
250 2079031 1946015
300 2989831 2800215
350 4065631 3809415
400 5306431 4973615
450 6712231 6292815
500 8283031 7767015
550 10018831 9396215
600 11919631 11180415
650 13985431 13119615
700 16216231 15213815
750 18612031 17463015
800 21172831 19867215
850 23898631 22426415
900 26789431 25140615
950 29845231 28009815
1000 33066031 31034015
