0 6 6
10 256 173
20 506 333
100 2506 1613
200 5006 3213
300 7506 4813
400 10006 6413
500 12506 8013
600 15006 9613
700 17506 11213
800 20006 12813
900 22506 14413
1000 25006 16013
1100 27506 17613
1200 30006 19213
1300 32506 20813
1400 35006 22413
1500 37506 24013
1600 40006 25613
1700 42506 27213
1800 45006 28813
1900 47506 30413
2000 50006 32013
1000 25006 16013
2000 50006 32013
3000 75006 48013
4000 100006 64013
5000 125006 80013
6000 150006 96013
7000 175006 112013
8000 200006 128013
9000 225006 144013
10000 250006 160013
