1000 6075 6032
2000 12081 12036
3000 18087 18040
4000 24087 24040
5000 30093 30044
6000 36093 36044
7000 42093 42044
8000 48093 48044
9000 54099 54048
10000 60099 60048
1000 6147 6067
2000 12159 12075
3000 18171 18079
4000 24171 24083
5000 30183 30087
6000 36183 36087
7000 42183 42091
8000 48183 48091
9000 54195 54095
10000 60195 60095
1000 6219 6098
2000 12237 12110
3000 18255 18118
4000 24255 24122
5000 30273 30130
6000 36273 36130
7000 42273 42134
8000 48273 48134
9000 54291 54142
10000 60291 60142
1000 6291 6133
2000 12315 12149
3000 18339 18157
4000 24339 24165
5000 30363 30169
6000 36363 36173
7000 42363 42177
8000 48363 48181
9000 54387 54185
10000 60387 60185
1000 6363 6164
2000 12393 12184
3000 18423 18192
4000 24423 24204
5000 30453 30212
6000 36453 36212
7000 42453 42220
8000 48453 48224
9000 54483 54232
10000 60483 60232
1000 6435 6195
2000 12471 12219
3000 18507 18231
4000 24507 24243
5000 30543 30251
6000 36543 36255
7000 42543 42259
8000 48543 48267
9000 54579 54275
10000 60579 60275
1000 6507 6222
2000 12549 12250
3000 18591 18270
4000 24591 24278
5000 30633 30290
6000 36633 36298
7000 42633 42302
8000 48633 48306
9000 54675 54318
10000 60675 60318
1000 6579 6257
2000 12627 12289
3000 18675 18305
4000 24675 24321
5000 30723 30329
6000 36723 36337
7000 42723 42345
8000 48723 48353
9000 54771 54357
10000 60771 60361
1000 6651 6288
2000 12705 12324
3000 18759 18340
4000 24759 24360
5000 30813 30364
6000 36813 36376
7000 42813 42384
8000 48813 48396
9000 54867 54404
10000 60867 60400
1000 6723 6319
2000 12783 12359
3000 18843 18375
4000 24843 24399
5000 30903 30407
6000 36903 36415
7000 42903 42427
8000 48903 48439
9000 54963 54447
10000 60963 60447
1000 6795 6346
2000 12861 12390
3000 18927 18406
4000 24927 24434
5000 30993 30446
6000 36993 36450
7000 42993 42466
8000 48993 48478
9000 55059 54490
10000 61059 60490
1000 6867 6377
2000 12939 12425
3000 19011 18445
4000 25011 24473
5000 31083 30485
6000 37083 36493
7000 43083 42505
8000 49083 48521
9000 55155 54529
10000 61155 60533
1000 6939 6404
2000 13017 12456
3000 19095 18484
4000 25095 24508
5000 31173 30524
6000 37173 36536
7000 43173 42540
8000 49173 48560
9000 55251 54572
10000 61251 60576
1000 7011 6431
2000 13095 12487
3000 19179 18519
4000 25179 24543
5000 31263 30559
6000 37263 36575
7000 43263 42583
8000 49263 48599
9000 55347 54611
10000 61347 60615
1000 7083 6454
2000 13173 12514
3000 19263 18554
4000 25263 24574
5000 31353 30598
6000 37353 36614
7000 43353 42626
8000 49353 48634
9000 55443 54650
10000 61443 60658
1000 7155 6489
2000 13251 12553
3000 19347 18589
4000 25347 24617
5000 31443 30633
6000 37443 36653
7000 43443 42665
8000 49443 48681
9000 55539 54689
10000 61539 60697
1000 7227 6520
2000 13329 12588
3000 19431 18620
4000 25431 24656
5000 31533 30668
6000 37533 36688
7000 43533 42708
8000 49533 48724
9000 55635 54724
10000 61635 60736
