0 26 20
5 5281 2700
10 37436 16830
15 121991 52160
20 284446 118440
25 550301 225420
30 945056 382850
35 1494211 600480
40 2223266 888060
45 3157721 1255340
50 4323076 1712070
55 5744831 2268000
60 7448486 2932880
65 9459541 3716460
70 11803496 4628490
75 14505851 5678720
80 17592106 6876900
85 21087761 8232780
90 25018316 9756110
95 29409271 11456640
100 34286126 13344120
