10 160
20 320
30 480
40 640
50 800
60 960
70 1120
80 1280
90 1440
100 1600
110 1760
120 1920
130 2080
140 2240
150 2400
160 2560
170 2720
180 2880
190 3040
200 3200
100 1600
200 3200
300 4800
400 6400
500 8000
600 9600
700 11200
800 12800
900 14400
1000 16000
1100 17600
1200 19200
1300 20800
1400 22400
1500 24000
1600 25600
1700 27200
1800 28800
1900 30400
2000 32000
1000 16000
2000 32000
3000 48000
4000 64000
5000 80000
6000 96000
7000 112000
8000 128000
9000 144000
10000 160000
